longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool
4.2635983,50.8178811,Rent,1300,Appartment,Flat,46327,1070,2020,Excellent,83,2,1,True,,False,Immediately,Brussels,allée des iris,8,,,3104,,,
4.3766927,50.8235717,Rent,1800,Appartment,Flat,46605,1050,1930,Excellent,150,2,1,True,8,False,,Brussels,,,,,33312,,,
4.3766927,50.8235717,Rent,1100,Appartment,Flat,27212,1050,,,50,1,,False,,False,Immediately,Brussels,,,,,,,,
4.3899532,50.8589713,Rent,2350,Appartment,Flat,43157,1030,1929,Excellent,290,2,2,False,30,False,Immediately,Brussels,square prevost-delaunay,111,1,,100715,,,
4.3550895,50.8442607,Rent,1950,Appartment,Penthouse,37194,1000,1960,Excellent,95,2,1,True,29,False,,Brussels,saint jean,4,,,,,,
4.3308539,50.892132,Rent,1100,Appartment,Flat,28427,1020,,,80,2,1,,6,,,Brussels,"av emile van ermengem,",10,,,,,,
4.388949,50.832177,Rent,1000,Appartment,Flat,28839,1040,,,75,1,1,,,,,Brussels,,,,,,,,
4.3402184,50.8301436,Rent,1735,Appartment,Flat,46605,1060,1971,Excellent,110,2,2,True,10,False,,Brussels,,,,,,,,
4.3550895,50.8442607,Rent,1600,Appartment,Flat,37194,1000,1960,Excellent,94,2,1,True,,False,,Brussels,saint jean,4,,,,,,
4.40678732,50.82299765,Rent,1250,Appartment,Flat,27443,1160,,Fully renovated,88,2,1,False,9,False,,Brussels,avenue du paepedelle,52,,,,,,
4.374252,50.8313578,Rent,1000,Appartment,Flat,27497,1050,1900,Normal,50,1,1,False,,False,On contract,Brussels,rue marie-henriette,1,,,,,,
4.3518129,50.8322678,Rent,1600,Appartment,Flat,27497,1060,1930,Excellent,90,2,2,,,True,,Brussels,rue berckmans,107,,,,,,
4.414715,50.800919,Rent,2950,House,House,48985,1170,,Normal,197,4,1,,,,From 30/06/2026,Brussels,,,,,,,,
4.3155448,50.8622507,Rent,1335,Appartment,Flat,28427,1081,,,105,2,,,2,,,Brussels,bd louis mettewie,5,,,,,,
4.3685926,50.8430672,Rent,1800,Appartment,Flat,43157,1000,,Normal,96,2,2,True,9,False,,Brussels,rue du commerce,74,,,7984,,,
4.3881294,50.8148234,Rent,2050,Appartment,Flat,47577,1050,2026,Fully renovated,110,3,2,False,9,False,Immediately,Brussels,avenue general medecin derache,92,,,,,True,
4.3766927,50.8235717,Rent,2500,Appartment,Flat,40044,1050,,,190,3,2,False,15,True,From 01/08/2026,Brussels,,,,,,90,,
4.3406349,50.8485576,Rent,1395,Appartment,Penthouse,33802,1000,,Normal,96,1,1,True,50,,Immediately,Brussels,zennestraat,17,,,,,,
4.3885823,50.8194896,Rent,945,Appartment,FlatStudio,33355,1050,1900,Excellent,20,,1,False,,True,,Brussels,rue de l'automne,22,,,,,,
4.363732,50.82373,Rent,1300,Appartment,Flat,38513,1050,1935,Normal,65,1,1,False,,False,From 01/10/2026,Brussels,rue du magistrat,52,,,,,,
4.3515499,50.8427501,Rent,4250,House,House,48985,1000,1920,Excellent,347,4,,,,,From 05/07/2026,Brussels,,,,100,,80,,
4.423892,50.842365,Rent,1600,Appartment,Flat,38566,1200,1992,Excellent,130,3,2,True,,False,Immediately,Brussels,,,,,26955,,,
4.391472,50.8191,Rent,1490,Appartment,Penthouse,38513,1050,2014,,125,2,,True,23,False,From 01/10/2026,Brussels,avenue de la couronne,323,,,,,,
4.414715,50.800919,Rent,2800,House,House,48985,1170,,Normal,228,4,,,,,On contract,Brussels,,,1,,,,,
4.3766927,50.8235717,Rent,3400,Appartment,Flat,39905,1050,1930,Excellent,258,3,2,True,20,False,,Brussels,,,,,77970,,,
4.3560881,50.8503599,Rent,1230,Appartment,Flat,44165,1000,,Excellent,70,1,1,True,,False,Immediately,Brussels,rue du fossé aux loups,48,,,,,False,
4.3795267,50.8290861,Rent,1150,Appartment,Penthouse,37194,1050,,Normal,65,1,1,False,,False,Immediately,Brussels,avenue de la couronne,87,,,,,,
4.4075968,50.805344,Rent,2950,House,House,40380,1170,,,,4,,,,,,Brussels,rue th?ophile vander elst,150,,235,,,,
4.3622943,50.8179433,Rent,1960,Appartment,Flat,40457,1050,,Normal,134,3,2,True,2,False,Immediately,Brussels,rue jules lejeune,1,1,,12009,,,
4.4137529,50.8538123,Rent,2200,Appartment,Penthouse,43157,1140,2018,Excellent,136,3,2,True,,False,,Brussels,rue colonel bourg,111,,,,,,
4.3333333,50.8,Rent,1150,Appartment,Flat,39905,1180,1977,Excellent,65,1,1,True,,False,,Brussels,,,,,21604,,,
4.3766927,50.8235717,Rent,1800,Appartment,Penthouse,39905,1050,1980,Excellent,85,2,1,True,16,False,,Brussels,,,,,21530,,,
4.3496836,50.8467351,Rent,2800,Appartment,Penthouse,40457,1000,,Normal,120,2,2,True,,True,Immediately,Brussels,impasse madrille,1,,,13737,,,
4.35872,50.81571,Rent,6900,House,House,43065,1180,,Excellent,577,3,2,,,,From 30/06/2026,Brussels,avenue molière,270,1,,,,,
4.3981462,50.8278996,Rent,900,Appartment,FlatStudio,43157,1040,2006,Normal,50,0,1,True,,False,Immediately,Brussels,rue léon defosset,5,,,,,,
4.4282401,50.8527706,Rent,1500,Appartment,Flat,43157,1200,2017,New,97,2,1,True,8,False,,Brussels,allée christian de duve,,1,,6330,,,
4.3777021,50.8428758,Rent,1590,Appartment,Flat,43157,1040,2019,Normal,58,1,1,True,5,True,,Brussels,rue jacques de lalaing,40,,,3239,,,
4.3856383,50.8602296,Rent,3250,House,House,49242,1030,,Excellent,280,5,3,False,15,False,,Brussels,avenue des azalées,61,,198,,105,,
4.3979568,50.8485226,Rent,1100,Appartment,Flat,40959,1030,1934,,82,1,1,True,5,True,,Brussels,rue victor hugo,192,,,,,,
4.3766927,50.8235717,Rent,880,Appartment,FlatStudio,37194,1050,,Normal,30,0,1,True,3,True,,Brussels,,,,,,,,
4.35464,50.85247,Rent,1300,Appartment,Flat,38513,1000,,Normal,54,1,,True,,True,From 01/07/2026,Brussels,rue saint-michel,16,,,,,,
4.3515499,50.8427501,Rent,1000,Appartment,Duplex,29033,1000,1930,Normal,60,1,1,False,,False,,Brussels,,,,,,,,
4.4119972,50.8476552,Rent,850,Appartment,FlatStudio,27612,1200,1960,Excellent,40,0,1,False,35,False,,Brussels,avenue de juillet,94,,,,30,,
4.3381098,50.8046883,Rent,2750,House,House,46449,1180,,,237,5,2,False,10,False,Immediately,Brussels,rue verhulst,38,1,185,,90,,
4.3836607,50.8284177,Rent,1500,Appartment,Flat,38611,1040,,,120,3,1,True,4,False,,Brussels,square de leopoldville,17,,,26344,,,
4.4329851,50.8381484,Rent,1450,Appartment,Flat,29033,1150,1958,Excellent,120,3,1,True,,False,,Brussels,,,,,26265,,,
4.4011315,50.8295144,Rent,1380,Appartment,Flat,46535,1040,,Excellent,70,1,1,False,,True,Immediately,Brussels,rue de tervaete,91,,,,,,
4.4278114,50.8448895,Rent,1275,Appartment,Flat,27612,1200,1991,Excellent,90,2,1,True,3,True,,Brussels,rue solleveld,65,,,,,,
4.4007034,50.8306218,Rent,1300,Appartment,Flat,43157,1040,,Excellent,65,2,1,False,,False,Immediately,Brussels,rue de tervaete,48,,,,,,
4.355019,50.8528167,Rent,1150,Appartment,Flat,38513,1000,,Normal,70,1,1,True,,False,From 01/08/2026,Brussels,boulevard adolphe max,45,,,,,,
4.3333333,50.8,Rent,1050,Appartment,Flat,37194,1180,,Normal,56,1,1,False,,False,Immediately,Brussels,,,,,,,,
4.35502,50.85282,Rent,1150,Appartment,Flat,38513,1000,,Normal,65,1,1,True,,False,From 01/08/2026,Brussels,boulevard adolphe max,45,,,,,,
4.3539328,50.847205,Rent,850,Appartment,FlatStudio,39656,1000,2018,Normal,46,1,,True,,True,,Brussels,rue marché aux peaux,4,,,16178,,,
4.384113,50.82248,Rent,2200,Appartment,Flat,38513,1050,,Normal,184,3,2,True,,False,From 01/08/2026,Brussels,rue fritz toussaint,51,,,,,,
4.336441,50.8703247,Rent,890,Appartment,Flat,46605,1090,,Normal,51,1,1,True,6,False,Immediately,Brussels,rue uyttenhove,33,,,8231,,,
4.3515499,50.8427501,Rent,2650,Appartment,Flat,37194,1000,,Normal,161,2,1,True,,False,,Brussels,,,,,,,,
4.3515499,50.8427501,Rent,1130,Appartment,Flat,29033,1000,1930,Excellent,55,1,1,False,15,,,Brussels,,,,,,,,
4.3402184,50.8301436,Rent,935,Appartment,Flat,39265,1060,,Excellent,75,1,1,True,,,,Brussels,,,,,,,,
4.4291669,50.8490159,Rent,750,Appartment,FlatStudio,38611,1200,,Normal,23,1,,True,,True,Immediately,Brussels,chemin des deux maisons,8,,,5772,,,
4.351673,50.8524584,Rent,1900,Appartment,Flat,44165,1000,2007,Normal,148,3,1,True,,False,,Brussels,rue des hirondelles,15,,,,,,
4.423892,50.842365,Rent,1120,Appartment,Flat,40044,1200,,,50,1,1,False,,True,From 18/06/2026,Brussels,,,,,,,,
4.34033,50.81116,Rent,2950,House,House,33267,1180,,Normal,234,5,1,,,,Immediately,Brussels,avenue coghen,88,1,,,82,,
4.3333333,50.8,Rent,950,Appartment,Flat,39602,1180,,,50,1,,,4,,From 15/09/2026,Brussels,,,,,,,,
4.37328,50.84785,Rent,2300,Appartment,Flat,40044,1000,,,250,3,1,True,90,False,From 01/10/2026,Brussels,rue des deux églises,80,,,,,,
4.3515499,50.8427501,Rent,1290,Appartment,Flat,40044,1000,,,57,1,1,True,5,True,From 07/08/2026,Brussels,,,,,,,,
4.408969,50.82046,Rent,1010,Appartment,Flat,39695,1160,1988,,52,1,1,True,,False,,Brussels,square jean-baptiste de greef,2,,,,,,
4.33699234,50.87623575,Rent,1100,Appartment,Flat,40310,1090,1930,,55,1,1,False,9,False,Immediately,Brussels,rue amélie gomand,47,,,,,,
4.3354803,50.868767,Rent,820,Appartment,FlatStudio,40213,1090,2018,Excellent,38,,1,False,,False,From 04/06/2026,Brussels,avenue charles woeste,306,,,,,,
4.3954899,50.8272953,Rent,1500,Appartment,Flat,39656,1040,,Normal,106,2,1,True,,True,,Brussels,chaussée de wavre,902,,,,,,
4.3908051,50.8368051,Rent,795,Appartment,FlatStudio,40849,1040,1930,Normal,20,1,1,False,,True,Immediately,Brussels,rue doyen boone,15,,,27462,,,
4.3477447,50.8509268,Rent,1290,Appartment,Flat,37194,1000,,Excellent,70,1,1,False,6,False,,Brussels,place sainte catherine,9,,,,,,
4.3227894,50.8808582,Rent,2390,Appartment,Flat,40044,1090,,,154,3,2,True,22,True,From 18/06/2026,Brussels,,,,,,,,
4.373398,50.85407455,Rent,950,Appartment,Flat,27443,1210,,Fully renovated,50,1,1,False,2,False,Immediately,Brussels,place françois bossuet,5,,,,,,
4.45960941,50.83006355,Rent,2250,Appartment,Flat,46469,1150,2005,,154,3,2,True,19,False,Immediately,Brussels,drève des shetlands,12,,,,,,
4.38807811,50.80491235,Rent,2200,House,MasterHouse,27880,1050,1931,Normal,280,3,1,False,,False,Immediately,Brussels,avenue du derby,19,1,,,50,,
4.3739413,50.8310693,Rent,1700,Appartment,Duplex,47577,1050,1970,Normal,120,1,1,False,,True,,Brussels,rue maria malibran,75,,,,60,,
4.31097405,50.87227955,Rent,1100,Appartment,Flat,40310,1083,1950,,75,2,,False,,False,Immediately,Brussels,avenue du cimetière,12,,,,,,
4.354975,50.82682,Rent,1450,Appartment,Flat,38513,1060,2018,,80,2,1,True,10,False,From 01/08/2026,Brussels,chaussée de charleroi,144,,,,,,
4.3062305,50.8328315,Rent,700,Appartment,Flat,46472,1070,,,,,,,,True,From 12/09/2026,Brussels,rue de veeweyde anderlecht,,,,,,False,
4.3828192,50.8269188,Rent,950,Appartment,Flat,46472,1050,,,,,,,,True,From 01/07/2026,Brussels,avenue de la couronne elsene,,,,,,False,
4.3766927,50.8235717,Rent,4000,Appartment,Penthouse,43065,1050,,New,180,3,3,True,,,From 30/06/2026,Brussels,,,,,,,,
4.3355368,50.8036332,Rent,775,Appartment,FlatStudio,40061,1180,,Excellent,38,0,1,True,,False,,Brussels,rue xavier de bue,16,,,5837,,,
4.3605105,50.8701325,Rent,1300,Appartment,Flat,0,1000,1900,Fully renovated,80,3,1,,,,,Brussels,rue du pont de l'avenue,1,,,,,,
4.3514295,50.848248,Rent,1700,Appartment,Duplex,44778,1000,,,110,3,2,,,,From 01/09/2026,Brussels,rue de tabora,9,,,,,,
4.39515,50.80075,Rent,3500,Appartment,Penthouse,43065,1000,,New,148,3,2,True,,,Immediately,Brussels,avenue de l'uruguay,22,,,,,,
4.346871,50.854176,Rent,1848,Appartment,GroundFloor,46612,1000,,Fully renovated,71,1,,,,True,,Brussels,"quai à la houille,",10,,,,,,
4.3666132,50.8589789,Rent,2100,Appartment,GroundFloor,46535,1030,,Normal,172,3,3,,,False,,Brussels,rue dupont,80,,,,250,,
4.3904061,50.832397,Rent,2250,Appartment,Duplex,44778,1040,,,130,2,2,,50,,,Brussels,rue des erables,17,,,,160,,
4.36911,50.8486,Rent,1349,Appartment,GroundFloor,46612,1000,,Fully renovated,31,1,,,,True,,Brussels,boulevard du régent,55,,,,,,
4.3701944,50.8410489,Rent,1600,Appartment,Flat,46472,1000,,,,,,,,True,From 15/06/2026,Brussels,rue montoyer brussels,,,,,,False,
4.4017226,50.8382388,Rent,2300,Appartment,Flat,43157,1040,1913,Normal,119,2,2,True,4,True,Immediately,Brussels,avenue de tervueren,57,,,,,,
4.3333333,50.8,Rent,3200,House,House,48985,1180,1986,Excellent,227,4,,,95,,Immediately,Brussels,,,1,,,,,
4.39515,50.80075,Rent,2600,Appartment,Flat,43065,1000,,New,140,3,2,True,,True,Immediately,Brussels,avenue de l'uruguay,22,,,,,,
4.36695,50.82907,Rent,3000,Appartment,Flat,43065,1050,,Normal,239,3,2,,,True,From 31/07/2026,Brussels,rue de l'ermitage,50,,,,,,
4.3820734,50.820187,Rent,700,Appartment,Flat,44778,1050,,,22,,1,,,,,Brussels,chaussée de boondael,256,,,,,,
4.34206,50.79457,Rent,10000,House,House,43065,1180,,New,732,7,4,True,,True,Immediately,Brussels,dieweg,60,2,,,,,
4.4155297,50.8419941,Rent,1650,Appartment,Flat,27466,1200,1960,Excellent,148,4,1,True,,False,,Brussels,avenue de broqueville,127,1,,35183,,False,
4.4329851,50.8381484,Rent,1550,Appartment,Flat,33267,1150,1960,Normal,90,2,1,True,,True,From 30/06/2026,Brussels,,,,,,,True,
4.3880585,50.8350172,Rent,850,Appartment,FlatStudio,44746,1040,,Excellent,40,,1,,,True,,Brussels,avenue d'auderghem,200,,,,,,
4.3828192,50.8269188,Rent,800,Appartment,Flat,46472,1050,,,,,,,,True,From 16/06/2026,Brussels,avenue de la couronne elsene,,,,,,False,
4.3766927,50.8235717,Rent,5600,House,House,48985,1050,1910,Excellent,573,6,4,,,,Negotiable,Brussels,,,1,,,,,
4.3283292,50.8514015,Rent,1990,Appartment,Loft,39656,1080,1912,Excellent,150,1,1,True,30,False,Immediately,Brussels,rue jean-baptiste decock,5,,,,,,
4.3766927,50.8235717,Rent,1150,Appartment,Flat,40044,1050,,,65,1,1,False,,True,From 15/06/2026,Brussels,,,,,,,,
4.3511034,50.8137691,Rent,1100,Appartment,Flat,40457,1180,1950,Fully renovated,65,1,1,False,,False,Immediately,Brussels,rue vanderkindere,211,,,36510,,,
4.3719467,50.8186367,Rent,2250,Appartment,Penthouse,39656,1050,1894,Excellent,157,2,1,False,19,False,,Brussels,rue de l'aurore,56,,,49994,,,
4.3766927,50.8235717,Rent,875,Appartment,Flat,39482,1050,,,50,1,,,,,From 01/09/2026,Brussels,,,,,,,,
4.388426,50.80451,Rent,1750,Appartment,Flat,43099,1050,1940,Normal,120,2,1,True,3,False,,Brussels,avenue du derby,31,1,,,,,
4.3945221,50.8088294,Rent,1820,Appartment,Flat,49251,1050,,,70,,,,,,,Brussels,avenue du bois de la cambre elsene,,,,,,False,
4.4116408,50.8361801,Rent,1700,Appartment,Flat,43157,1150,,Excellent,96,1,1,True,,True,,Brussels,avenue de tervueren,227,,,14777,,,
4.388949,50.832177,Rent,2750,Appartment,Duplex,33267,1040,,Excellent,150,3,1,,,,From 31/08/2026,Brussels,,,1,,,,,
4.3333333,50.8,Rent,1550,Appartment,Flat,33267,1180,1960,Excellent,87,1,1,True,12,,From 31/07/2026,Brussels,,,,,,100,,
4.4171248,50.8153595,Rent,2050,Appartment,Duplex,0,1160,2026,Excellent,135,3,2,,1,,,Brussels,"chaussée de watermael,",97,,,,,,
4.3333333,50.8,Rent,1450,Appartment,Flat,39482,1180,,,80,2,1,,5,,From 15/09/2026,Brussels,,,1,,,,,
4.3988044,50.8453842,Rent,1800,Appartment,Flat,43157,1030,,Excellent,80,2,1,True,,False,,Brussels,rue frédéric pelletier,8,,,19914,,,
4.3302288,50.7919395,Rent,1525,Appartment,Flat,44746,1180,2017,Excellent,90,2,1,True,15,,,Brussels,avenue ilya prigogine,8,,,,,,
4.302565,50.8585203,Rent,1000,Appartment,Flat,44165,1082,,Normal,59,1,1,False,,,,Brussels,avenue du haut-champ,10,,,,,,
4.33731394,50.88305762,Rent,1350,Appartment,Flat,27812,1090,,,122,3,1,True,13,False,,Brussels,rue duysburgh,31,1,,,,,
4.3515499,50.8427501,Rent,1450,Appartment,Flat,40044,1000,,,55,1,1,True,5,True,From 20/08/2026,Brussels,,,,,,,,
4.3786298,50.8147119,Rent,2100,Appartment,Penthouse,39656,1050,1992,Excellent,130,2,2,True,20,True,Immediately,Brussels,avenue des courses,22,1,,23261,,,
4.3766927,50.8235717,Rent,1800,Appartment,Flat,42515,1050,,Normal,42,1,1,,,True,,Brussels,,,,,,,,
4.3475063,50.8540873,Rent,1650,Appartment,Loft,47576,1000,,Normal,203,,1,True,,False,,Brussels,cité du sureau,7,,,40706,,,
4.423892,50.842365,Rent,950,Appartment,Flat,29033,1200,2007,Excellent,60,1,1,True,4,False,,Brussels,,,,,,,,
4.3766927,50.8235717,Rent,900,Appartment,Flat,39482,1050,,,50,1,,,,,From 01/09/2026,Brussels,,,,,,,,
4.3766927,50.8235717,Rent,1050,Appartment,Flat,39482,1050,,,60,2,,,,,From 01/09/2026,Brussels,,,,,,,,
4.3766927,50.8235717,Rent,1500,Appartment,FlatStudio,42515,1050,,Normal,35,1,1,,,True,,Brussels,,,,,,,,
4.3833316,50.8308289,Rent,1300,Appartment,Duplex,46622,1040,1901,Normal,74,2,1,False,,True,,Brussels,rue philippe baucq,98,,,,,,
4.3766927,50.8235717,Rent,1500,Appartment,FlatStudio,42515,1050,,Normal,27,1,1,,,True,,Brussels,,,,,,,,
4.3333333,50.8,Rent,1500,Appartment,Flat,39905,1180,1950,Normal,104,2,1,True,16,False,Immediately,Brussels,,,1,,10851,,,
4.3766927,50.8235717,Rent,1800,Appartment,Flat,42515,1050,,Normal,62,1,1,,,True,,Brussels,,,,,,,,
4.3028734,50.8473786,Rent,790,Appartment,Flat,0,1070,,Normal,75,1,1,,,,,Brussels,chaussée de ninove,539,,,,,,
4.3859935,50.8134575,Rent,1800,Appartment,Flat,39656,1050,1956,New,107,3,2,True,10,False,,Brussels,avenue armand huysmans,49,10,,30901,,,
4.4329851,50.8381484,Rent,3800,Appartment,Penthouse,43157,1150,2014,Excellent,265,3,2,True,89,False,,Brussels,,,1,,31486,,,
4.3406892,50.8305148,Rent,1150,Appartment,Flat,38566,1060,1886,Fully renovated,88,1,1,False,,False,Immediately,Brussels,rue vanderschrick,70,,,24679,,True,
4.3878356,50.8074461,Rent,1400,Appartment,Flat,39290,1050,,,122,2,1,,3,,From 01/08/2026,Brussels,avenue du pesage,116,,,,,,
4.3333333,50.8,Rent,10000,House,Villa,49237,1180,1885,Excellent,600,8,5,False,,,Immediately,Brussels,,,,8200,,8200,,
4.3261228,50.8212026,Rent,1650,Appartment,Flat,47575,1190,1980,Normal,94,2,1,True,,True,,Brussels,avenue van volxem,241,,,23825,200,True,
4.3766927,50.8235717,Rent,1800,Appartment,Flat,42515,1050,,Normal,89,2,1,,,True,,Brussels,,,,,,,,
4.3870371,50.8081352,Rent,1850,Appartment,Flat,27880,1050,,Normal,140,2,1,True,8,False,Immediately,Brussels,avenue du pesage,79,,,,,,
4.3515499,50.8427501,Rent,1450,Appartment,Flat,40044,1000,,,50,1,1,True,,True,From 15/06/2026,Brussels,,,,,,,,
4.3333333,50.8,Rent,1250,Appartment,Flat,44115,1180,,Excellent,79,2,1,True,,False,Immediately,Brussels,,,,,,,,
4.3922809,50.8486064,Rent,1200,Appartment,Flat,47446,1030,,Excellent,55,1,1,,,True,,Brussels,rue rasson,43,,,,,,
4.3333333,50.8,Rent,3500,Appartment,Flat,39905,1180,1946,Excellent,295,4,2,True,10,False,,Brussels,,,,,64908,,,
4.37727,50.86744,Rent,2000,Appartment,Duplex,33267,1030,1930,Excellent,141,2,1,,35,,From 31/08/2026,Brussels,,,,,,,,
4.330334,50.859029,Rent,1250,Appartment,Flat,40044,1081,,Normal,79,2,1,False,,False,From 20/07/2026,Brussels,,,,,,,,
4.3515499,50.8427501,Rent,1650,Appartment,Flat,40044,1000,1915,,78,2,1,True,,True,From 19/06/2026,Brussels,,,,,,,,
4.3623051,50.8257621,Rent,2350,Appartment,Flat,37194,1050,1898,Excellent,146,3,1,False,25,False,,Brussels,rue du chatelain,37,,,,,,
4.4004721,50.850743,Rent,1450,Appartment,Flat,47379,1030,1900,Excellent,96,2,1,True,3,,,Brussels,avenue de l'opale,123,,,,,,
4.3515499,50.8427501,Rent,1450,Appartment,Flat,40044,1000,,,52,1,1,True,6,True,From 15/06/2026,Brussels,,,,,,,,
4.3476239,50.8485198,Rent,795,Appartment,FlatStudio,39656,1000,1994,Normal,25,0,1,False,,True,,Brussels,rue du pont de la carpe,14,,,12463,,,
4.3675565,50.8503294,Rent,1200,Appartment,Flat,27214,1000,1876,Excellent,60,1,1,True,,True,,Brussels,rue des cultes,26,,,11926,,,
4.3166667,50.8,Rent,1250,Appartment,Flat,39482,1190,,,80,2,1,,,,From 01/05/2026,Brussels,,,,,,,,
4.4329851,50.8381484,Rent,5800,House,Villa,43157,1150,2017,New,388,5,4,False,25,False,,Brussels,,,2,1009,38834,900,,
4.3333333,50.8,Rent,3400,House,House,39905,1180,1930,Excellent,251,4,2,False,,False,Immediately,Brussels,,,1,2000,66855,85,,
4.3912919,50.801904,Rent,2350,Appartment,Flat,27880,1050,,Normal,77,2,1,True,6,True,From 01/07/2026,Brussels,avenue de la forêt,1,,,,,,
4.423892,50.842365,Rent,1650,Appartment,Flat,43157,1200,2014,New,107,2,1,True,,False,,Brussels,,,,,6941,,,
4.360631,50.8244491,Rent,1500,Appartment,Flat,40457,1050,,Normal,70,1,1,False,,True,Immediately,Brussels,place du châtelain,35,,,,,,
4.39883638,50.8770805,Rent,1400,Appartment,Flat,39815,1140,,Normal,65,1,1,False,2,True,Immediately,Brussels,rue françois van assche,16,,,,,,
4.3333333,50.8,Rent,1900,Appartment,Flat,39905,1180,2025,New,98,2,1,True,8,False,Immediately,Brussels,,,1,,3450,,,
4.3614414,50.8662031,Rent,1000,Appartment,Flat,0,1030,1948,Normal,85,2,1,,,,,Brussels,rue gaucheret,151,,,,,,
4.3907113,50.8542435,Rent,1050,Appartment,Flat,29094,1030,,,,1,1,,,,,Brussels,rue auguste lambiotte,119,,,,,,
4.3552562,50.8447928,Rent,1250,Appartment,Flat,40380,1000,,,90,1,1,True,,,,Brussels,rue de la madeleine,57,,,,,,
4.33125015,50.86537365,Rent,1650,Appartment,Flat,40282,1081,,Normal,77,3,2,False,2,True,Immediately,Brussels,rue des archers,45,,,,,,
4.3825991,50.8934816,Rent,1000,Appartment,Flat,38398,1120,,Normal,65,1,1,True,,False,Immediately,Brussels,rue de heembeek,250,,,22157,,,
4.317054,50.8001236,Rent,1100,Appartment,Duplex,46669,1190,1940,Normal,90,2,1,False,,False,Immediately,Brussels,chaussée de ruisbroek,7,,,,,,
4.3692915,50.8350429,Rent,1085,Appartment,Flat,46472,1050,,,,,,,,True,From 01/09/2026,Brussels,rue georges lorand elsene,,,,,,False,
4.39739392,50.8681025,Rent,1100,Appartment,Flat,27443,1140,,Normal,68,1,1,False,,False,Immediately,Brussels,rue auguste de boeck,22,,,,35,,
4.3839305,50.8795423,Rent,950,Appartment,FlatStudio,44165,1030,2025,New,45,0,,True,7,False,,Brussels,avenue georges rodenbach,65,,,,,,
4.4278114,50.8448895,Rent,1375,Appartment,GroundFloor,27612,1200,1991,Excellent,81,2,1,False,58,True,,Brussels,rue solleveld,65,,,,,,
4.4149941,50.8419251,Rent,770,Appartment,FlatStudio,44711,1200,,,30,1,1,False,4,True,,Brussels,avenue victor gilsoul,96,,,56803,80,,
4.39122,50.79791,Rent,1650,Appartment,Flat,33267,1180,1979,Excellent,106,2,2,True,40,,Immediately,Brussels,avenue de la colombie,12,,,,,,
4.3841061,50.8791901,Rent,1400,Appartment,GroundFloor,44165,1030,2025,,81,2,,True,,False,Immediately,Brussels,rue auguste snieders,23,,,,18,,
4.4047,50.83826,Rent,3750,House,House,33267,1040,1910,Excellent,337,5,2,,30,,From 31/07/2026,Brussels,avenue de tervueren,98,,170,,,,
